,tag,text
27884,pos,so go see it and enjoy the movie .
1592,pos,ok now to the story .
4475,pos,"then there are the campy touches of humor besson and co-scripter robert mark kamen sprinkle throughout , which too often are silly and forced ; a comic sexual encounter between ruby rhod and a flight attendant is highly distracting and not very funny , to boot ."
27749,pos,"the music , available on cd ( london 289 460 939-2 ) follows the same arc as the movie and is well worth considering ."
875,pos,"however , where the film errs is by not playing up the idea of memory versus the human heart as to what makes a person who he or she is ."
3323,pos,"a week later , at his own wedding , he is left standing at the altar by his ex-fianc ? e , linda ( angela featherstone ) ."
8853,pos,fellini's views on nostalgia are clearly illustrated with a way he mixes reality and fantasy in this film .
29481,pos,"will's relationship with his friends , most notably chucky ( ben affleck ) , is usually rather amusing , if somewhat crude ( the film has 100+ uses of the 'f' word , which was most likely the reason for its r-rating ) , and lends itself well to the development of will's character ."
32527,pos,"when he does , walter shouts him down with horrendous albeit seemingly unintentional bowling puns ."
4627,pos,first of all we have to catalog what we know about the film before even going into it .
22140,pos,"navigating around dr . lester ( orson bean ) , his 105 year-old boss and floris ( mary kay place ) , lester's dotty secretary , craig tries to settle into his new position , but two things keep him distracted ."
9369,pos,bathroom humor is kept to a minimum and the numerous well-staged action scenes avoid excessive violence .
30356,pos,"fingers crossed , though , that this doesn't stop him from making another evil dead sequel ."
14681,pos,"for a while , they are one "" big , happy family . """
22603,pos,no matter .
15463,pos,"with that in mind , it was refreshing to revisit an animation classic on the big screen that still retains the originality and freshness it had seven years ago ."
30306,pos,norris is so effective as john that he makes andreas and claire's love difficult to accept .
11314,pos,"internally , the catholics wage war against the protestants ."
20670,pos,"however , a murder of a high-level worker at his office is killed , and one of vincent/jerome's eyelashes is found by the anal retentive investigators headed by a semi-wily inspector , hugo , ( alan arkin ) , and none other than vincent's long lost brother , anton , who hasn't seen him since they were teenagers ."
24209,pos,"she is very strict with her students , but what insight does that create into the story ?"
26458,pos,he has the charm of a 30's movie idol and is able to put himself into silly situations with dignity .
31441,pos,the disco tunes playing in the background also make sure that this admittedly long film is good fun .
11159,pos,"with an action hero seeking revenge and a comic book villain ready to take him down , it's a lethal weapon for the colonial times ."
30976,pos,"director mimi leder ( who won = numerous awards directing television series , and made her debut with = peacekeeper last year ) is definitely a director to watch . =20"
164,pos,his initial investigation into soviet assistance immediately tags patrice as a communist and his integrity is overshadowed by the cold war threat of russian domination .
5775,pos,"another plus is gretchen mol's realistic performance , creating her character with depth , not just staying in the one-dimensional phase ."
18,pos,"the print i saw wasn't completely finished ( both color and music had not been finalized , so no comments about marilyn manson ) , but cinematographer peter deming ( don't say a word ) ably captures the dreariness of victorian-era london and helped make the flashy killing scenes remind me of the crazy flashbacks in twin peaks , even though the violence in the film pales in comparison to that in the black-and-white comic ."
13897,pos,"the man who once could be relied on for neurotic freshness in cinema has not become less funny , but his films have become less insightful and more like he tossed them together out of unfinished ideas ."
1433,pos,"when indy first falls in the well of souls and is face to face with the cobra , you can see the snake's reflection on the glass dividing it and harrison ford , also some fingerprints and stuff like that ."
18516,pos,"alluring , attractive blues , but also icy and foreboding ."
16970,pos,""" take a number , fill out a form , and wait your turn . """
30020,pos,","
253,pos,"peck and bonitzer do an exemplary job telling a complicated tale with a myriad of players , although they frequently succumb to cliche , particularly regarding lumumba's private life ."
28219,pos,"mike myers , with his three roles , acts as eddie murphy did in the nutty professor , disguising himself completely in one of the roles ."
11103,pos,"the mouse factory's latest feature is a treasure , featuring magnificent animation , a strong story and finely drawn characters ."
2215,pos,"in fact , everything was ok until "" the nugent "" came to town ."
12581,pos,"not that i'd expect the word "" understatement "" to be part of cameron's vocabulary ( he who brought us such , umm , vivid films as "" terminator 2 "" and "" aliens "" ) ."
17275,pos,"it has an extremely negative view of relationships , so seeing it with a girlfriend/boyfriend , could be hazardus to your health ."
7357,pos,"okay , over the years , i ? ? ? ll admit that i ? ? ? ve become quite the "" scream "" fan ."
22572,pos,"i will not spoil the rest , although i must speak of the one downside to the film ."
23271,pos,"buried up to his neck in the desert , roy pleads with chon to dig him out ."
324,pos,"it had a lot going for it , but somewhere along the way , it faltered ."
9603,pos,"as i've written before , it's not easy to write plot summaries for films like this , because everything needs to be a surprise ."
16309,pos,"everything turns into a confrontation : when cornered by a bum for some change , he shouts , "" no !"
24935,pos,.
29686,pos,"first time helmer john cameron mitchell , along with composer/lyricist stephen trask , created and starred in their acclaimed off-broadway production that has become the movie ."
19275,pos,the film version ( now titled the rocky horror picture show ) was released in 1975 . . .
25850,pos,"it might have been created for the wrong reasons , but men like michael bay have my respect for showing me that they are interested in making something good , in spite of the producers and the budget ."
97,pos,"brody is joined by matt hooper ( richard dreyfuss ) , a young , ambitious shark expert from the marine institute ."
12021,pos,and guess what ?
18720,pos,"travolta does a fair clinton impersonation as governor stanton , although his accent does stray a little ."
798,pos,"locals have turned this mass hysteria into a great business opportunity , selling twig-sculptures , stones and dirt like those in the movie , and the exasperated local sheriff patrols the woods with a bullhorn , shouting , "" get out of these woods and go home !"
17468,pos,it does the job .
3775,pos,"in this story they are not just killing machines , they have reasonable motives for what they do beyond nutrition ."
3379,pos,"with the police on his back for leads , he decides to take a personal interest in the case and he soon becomes drawn into a mystery where all is not as it seems ."
32009,pos,"a mandala , ( tibetan sand painting ) with beautiful , vibrant colors is shown throughout the movie ."
16752,pos,"heaven , in movies , is almost always depicted as a glowing city of white , purity , and love ."
8922,pos,the scene ends only as a british writer would end it .
6325,pos,"the story , laughs , and touching scenes evolve as the movie goes along ."
3202,pos,"this is not a great motion picture , but , considering how bad most january releases are , it's a reasonably entertaining way to spend two hours ."
2784,pos,televised images of the gulf war are all the experience most of us have with war .
18894,pos,stephanie black is also intelligent in how she chooses to disclose the problems faced by the locals .
16462,pos,"the film's inherent belief in the subtle persistence of fate and the wonder it can bring to one's life makes "" next stop wonderland "" a quiet pleasure in a cinematic landscape littered with explosions , shallow characters and overdone special effects ."
29998,pos,what are she and michele going to do ?
17870,pos,"also very impressive is the film's score by james newton howard ( who also scored shyamalan's sixth sense and the similar film stir of echoes , as well as this year's dinosaur ) ."
26154,pos,"amid the chaos of this massacre , stands a shot that , at least for me , hangs in the air like the girl in the little red coat in schindler's list ."
31148,pos,"much of the book spares tinseltown from mockery , although he does riff on the racist comments made by marlon brando during a larry king interview , in a fine chapter called "" in search of the wily filipino . """
23190,pos,"there are no real conflicts , no major disappointments , no unresolved issues ."
17915,pos,"disney songs about war probably wouldn't go over too well ( "" heigh ho , heigh ho , it's off to war i go . . . "" ) , and the ones they do have aren't memorable ."
26509,pos,"satirical films usually fall into one of two categories : 1 ) long-term satire where everything , including the jokes , is somehow related on a large scale ( i . e ."
22398,pos,"he wrote the script , scored the music , edited and directed the film , as well as starred in the central role ."
32567,pos,"like the previous films of rigormortis that i have reviewed , it displays an off-kilter humor and intelligence ? it succeeds in making me laugh where countless studio films fail ."
17003,pos,"it is all understatement , restraint , melancholy ."
10257,pos,"the thing is , ordell is in this for no one more than himself , and as we learn from his previous actions , he's willing to kill anyone who stands in the way ."
28878,pos,"prinze jr . gives a performance to be desired here , and much of his dialogue sounds wooden coming out of his mouth ."
4373,pos,"instead , david mamet's script strikes that delicate balance between comedy and cynicism needed for satire ."
26693,pos,he is an adulterous liar and a cheat who in all likelihood committed the murder .
32434,pos,this does not prove that the phantom menace is poorly made for it is brilliantly made .
20471,pos,"ultimately , you get exactly out of `tarzan' what you expect . . ."
17972,pos,"such events coincide with the ufo incident witnessed by roy neary ( richard dreyfuss ) , power company worker from muncie , indiana , who later becomes obsessed with his experience ."
15851,pos,"it's all a big cartoon basically , but it's funny and i can respect that ."
18411,pos,will it bore some people to sleep ?
21043,pos,"elegantly directed by sam raimi ( yes , the same ) , "" a simple plan "" concerns itself with the discovery of a crashed plane and within a bag full of millions of dollars by an upright , moderately financially stable working man ( bill paxton ) , his dim-witted brother ( billy bob thornton ) , and his drinking buddy ( brent briscoe ) ."
24529,pos,"hrundi tries out his acting talents , but it seems that he just isn't cut out for the job ."
29460,pos,"if the film was not going to follow up on this side story , then it , perhaps , should have been taken out altogether ."
2903,pos,it's biggest flaw is actually its short running time .
9094,pos,"lean , mean , escapist thrillers are a tough product to come by ."
1363,pos,"he's not an actor with a great range , but in the right roles he has great depth ."
15236,pos,"some of the final scenes , that turn victorian scientist into an action superhero , are also rather unconvincing ."
18279,pos,where the sgt .
2160,pos,the only only reason his name was changed was because this was an unauthorized account of bram strocker's novel .
6349,pos,"she enrols herself among a few hopefuls , to represent the world when the transport is ready for operation ."
20289,pos,"now for the shocker ; "" mary "" is the grossest and most disgusting film i have ever viewed ( "" pink flamingos "" obviously notwithstanding ) ."
10520,pos,demme's matter-of-fact handling of this supernatural element is just one of _beloved_'s intriguing aspects .
4677,pos,"well , 1999 has two of them , the other being the instant classic about a very dysfunctional family , american beauty ."
4818,pos,"streets of fire isn't the greatest movie ever made , but it occupies a totally unique little niche , and enjoys the position it has ."
18920,pos,"from these past experiences in jail , carter realized that he must make his case heard for all of america ."
28041,pos,give credit to owen for keeping his cool in a part that begs for overacting .
14576,pos,"the film is some of the most fun 2 and a half hours that you'll blow in your life , which is something i wouldn't mind doing again ."
16690,pos,"finally , and specifically , there is an incredible shot at night in which the camera crosses the tracks in front of a fast oncoming train ."
3553,pos,"it should actually come to no surprise to anyone that the director of this movie comes from a music video background , with plenty , and i mean plenty , of camera tricks , cuts and edits , but for this kind of flick , it actually works ."
10588,pos,"when 17 year old beau hall ( jonathan tucker , "" the virgin suicides "" ) gets in a car accident after drinking with his 30 year old companion , club owner darby reese ( josh lucas , "" session 9 "" ) , his mom , margaret ( tilda swinton , "" the war zone "" ) pays reese a visit to convince him to leave her son alone ."
2263,pos,"at the end of the film , i was involved in the characters , and i was satisfied with the outcome ."
7834,pos,this is the type of film that should be made for families more often : entertaining for kids and entertaining for parents .
5323,pos,the audience finds it easy to sympathise with isaacman who somehow puts up with flynt's courtroom antics .
2959,pos,warning : spoiler follows in next paragraph .
6770,pos,"_the caveman's valentine_ is a fine and a courageous film , crazy enough to suggest that the delirious yammering of an idiot savant is the best and truest paladin of order in the chaos of eliot's rat's alley wasteland ."
24654,pos,"and dewey riley ( david arquette ) , still suffering from wounds inflicted during "" scream , "" has left his job as a police officer for a while ."
21227,pos,"unlike , say , brazil ? or the fisher king , both of which feature a character who dares to let himself dream in a repressive environment , fear and loathing in las vegas ? shows us someone who's given up on his dreams and resorts to the quick fix of drugs ."
6747,pos,the situation is just too cute to resist .
590,pos,a fully loaded entertainment review - website coming in july !
10358,pos,there were real sparks in this scene between foster and lowe and it would behoove them to consider other vehicles in which this dynamism could be explored .
24262,pos,"once back in 1969 , powers meets a foxy cia operative named felicity shagwell ( heather graham ) , and learns of dr . evil's plans to destroy washington dc with a lazer on the moon ."
15553,pos,it even has an unexpected twist at the end that packs a punch like a blow to the solar plexus .
2157,pos,"but by the time he pieces this together , he is too late ; orlock has already embarked to hutter's hometown via boat ."
11496,pos,"it's not the typical romance , in which a guy finds a girl , they fall in love and all is well , this is more complicated and depressing ."
8143,pos,* don't say i didn't warn you about the party scene .
22323,pos,but it's also about what you feel when you look into the eyes of the characters in the film .
262,pos,"it's not a pretty death , and it's leaving the likes of schwartznager , stallone , and van damme wearing cement galoshes at the bottom of a kung fu sea ."
3801,pos,"he uncontrollably cheats and lies , then is unable to realize why he can not hold onto a woman ."
31607,pos,van damme plays a french cop named alain moreau who is shaken when a policeman friend ( jean-hugues anglade ) finds a corpse that's alain's exact double .
1793,pos,"wong ) , mulan outmatches her fellow combatants in smarts , wit , and physical ability ."
3663,pos,it's ambitious to make it 54 years after the events it covers .
11400,pos,but sandler instead brings a mature goodness to the character .
20822,pos,they saw what civilization and culture and everyday life would be like under such conditions .
25130,pos,"this is the white middle class , i can't remember that i saw any blacks on the commuter train they use ."
20618,pos,the plot chronicles the life of scottish warlord and folk hero william wallace ( 1272 - 1305 ) .
17153,pos,the only support and hope is in god .
19344,pos,"as with their excellent dvds of the abyss , fight club , independence day , and the sound of music , fox shows that they have most certainly made the commitment to provide the things that dvd lovers want ."
19189,pos,"i actually got choked up , and more than once ."
9227,pos,"i have seen many movies based on books that just seem like selected scenes from the book visualized , eschewing anything remotely resembling a coherent story -- for example clear and present danger ."
5683,pos,he gives a fantastic and devastatingly deep performance here .
10735,pos,"i've been a russell crowe fan since "" romper stomper . """
15891,pos,it's not sensational .
21332,pos,"it's typical , for instance , that the fianc ? in this sort of plot be a colossal jerk , because it makes it easier to empathize with the unrequited lover ."
16355,pos,"in that same exact movie , though , is a performance by kimberly elise where she has to be the rock that holds the family together as her mother slowly goes insane , her brothers run off never to be seen again , and her mother's lover is scared off ."
2041,pos,huh ?
4164,pos,i thought not .
13330,pos,"hanako's ideas take hold , starting with a few of the women that work in the supermarket , being that they do not even shop there at all ."
5300,pos,it is not to be taken as a record of the holocaust .
21786,pos,the deep canvas computer generated effect adds an authentic feeling to the jungle which tarzan lives in .
10765,pos,they barely call off the bombing in time .
9320,pos,the cast of this film is absolutely remarkable .
22154,pos,"the big surprises come from catherine keener and cameron diaz , both playing against type ."
766,pos,"but the perfect world of "" wiseguys "" gradually begins to fall apart - tommy's unpredictable outbursts of homicidal violence , jimmy's reluctance to share his part of the loot with partners and , finally , henry's own drug habit would lead to his downfall and make him question his loyalty to the friends ."
14085,pos,"i will admit that 'lake placid' isn't an oscar worthy film , but it does come off as an inventive movie that is original and funny ."
25227,pos,"there are some extremely scary scenes which are more darker than disney's other films ( although some consider the stampede sequence from the lion king and frollo observing esmeralda in the fires of hell in the hunchback of notre dame are just as scary ) , which is the main reason why this film is rated pg ."
15285,pos,"edward burns , looking a lot like armageddon's ben affleck , also delivers a top notch performance , moving away from his roles in films such as she's the one ( 1996 ) tom sizemore makes less of an impact , but is still watchable , and matt damon reinforcing his position as one of the finest young actors working today ."
4308,pos,the battles in the thin red line are astonishing and display a mastery of filmmaking .
20428,pos,"in blue bay lives sam lombardo ( matt dillon ) , a teacher who is accused of rape by two of his students , kelly van ryan ( denise richards ) , and suzie toller ( neve campbell ) ."
23640,pos,"it's been well over a decade since her last major performance in "" the color purple , "" but judging from these two films , i'll bet she's one of the best actresses working today . . . if"
29644,pos,"glenn close turns in an insubstantial ( in terms of her career ) but magnificent performance as the conniving camille and is also the source of a good portion of the many laughs that we enjoy in this movie , and she is perfectly cast as the prolific "" aunt alexandria "" character , endlessly obsessed with family dignity ."
17522,pos,"it's a definite case of male bonding for the five criminals , who later find out they were brought together by the unseen keyser soze , who sends a minion to them with an offer they can't refuse ."
31332,pos,"when a privileged young man named walter wade jr . ( christian bale ) accused of a brutal , racially-motivated murder is allowed to be released on bail , a disgusted shaft leaves the force and decides to take matters into his own hands as a p . i ."
23961,pos,"there's also a brilliant running joke in which shakespeare is in constant competition with christopher marlowe ( and the fact that marlowe is played by the openly-homosexual rupert everett is a joke in of itself ) , proposing a slightly twisted explanation to marlowe's mysterious death in a pub ."
14352,pos,these people are having the time of their lives .
20334,pos,rarely has a movie been such a labor of love .
12222,pos,"while we see several extremely taboo scenes of weirdo sex , we also have a skimpy little plot going on ( mostly towards the beginning ) , and maybe just a hair of characterization ."
17083,pos,"the movie is a visual banquet thanks to emmanuel lubezki's sexy cinematography ; notably , he captures a revisited fountain kiss between the two leads with a luscious , erotic charge that's steamier than the film's ( surprisingly muted ) love scenes ."
22364,pos,"the film does not glorify or justify -- it just shows us , with unflinching coldness , what henry was ."
7830,pos,"but due to it's pg rating , many parents may be put off by some of the dialogue which shouldn't appear in disney's version ."
23480,pos,"her situation is further complicated because she is involved in a loving , but incestuous relationship with her father ( tom mccamus ) ."
27444,pos,"unfortunately , the group has managed to land on the planet moments before an eclipse is about to occur , taking away their one protection from the monsters ."
24421,pos,"four claimants come forward against the africans : the state , which wants them tried for murder ; the queen of spain , who wants them handed over to her under the provision of an american/spanish treaty ; two american naval officers , who claim the right of high seas salvage ; and the two surviving spaniards from la amistad , who demand that their property be returned to them ."
9647,pos,"we see key moments in people's lives that they wouldn't dare show to the world , and it captures the farscial comedy of life so accurately and acutely that this style , as ironically-showmanship as it really is , works perfectly for the nature of the film ."
25104,pos,"although your friends and neighbors doesn't have the power of labute's earlier film it still manages to be somewhat entertaining and funny , while maintaining a melancholy philosophy on human relationships ."
30711,pos,"set to igor stravinsky's "" the firebird "" , an elk awakens a forest sprite that proceeds to change the wintery landscape into a beautiful springtime landscape ."
2871,pos,"meanwhile , this is carol's ticket to a better life ."
12042,pos,"there is no time to take a breather between scenes because , again unlike most summer movies ( godzilla anybody ?"
29741,pos,"the director hints for possible solutions , using a multi-line plot , so popular with critics in mystery train , and used to good advantage by quentin tarantino in pulp fiction ."
17243,pos,they are better seen than described and are reason enough to see the film : one jaw-dropping scene has van damme taking on a man who uses a switchblade with his * feet * .
32122,pos,what makes this film different is its characters .
7993,pos,"there are only so many times you can hear , "" hey , what's going on ? """
10421,pos,"howard is chad's boss , but he is weaker of will , the clumsy practitioner of office politics who has achieved his position through dogged persistence rather than raw talent ."
18532,pos,"within a day or so , margaret's life becomes even more complicated when a suave man named alec goran visnjic ) turns up with an explicit videotape documenting the sex life of beau and darby ."
25637,pos,and lean's film is an interesting study of characters with clashing interests .
326,pos,the predictable ending that shattered our hopes ( even though we saw it coming ) only added to the disappointment .
13665,pos,- excerpt from twister production notes
12516,pos,what follows is manipulation and revenge on the part of the co . he convinces carly to commit hank to a hospital for observation .
21807,pos,"the songs , as i said before , are decent , mostly sung by collins ."
19559,pos,"drew also has the famous "" dueling banjos "" competition with a local who is , let us say , genetically challenged ."
16323,pos,it's not even part of the movie's real agenda .
11985,pos,"vincent , obviously , is rather nervous about this , especially after hearing the tale about a man who was thrown out of a window for supposedly giving mia a foot massage ."
15742,pos,"and the film doesn't consistently question the military spirit as kubrick does in "" paths of glory "" ."
32732,pos,craig finds a job as a file at the 7 ? floor of a business building . . . you
12153,pos,"the german director of such classics as "" sunrise "" and "" the last laugh "" died in a car accident shortly after signing a deal to make american pictures at paramount ."
30740,pos,"he's just as intelligent , but still very rough along the edges , but he's wisened up ."
25904,pos,tom hanks stands out for the level of enthusiasm he puts into his work .
30715,pos,"some amazing animation is present here , and well worth the ten dollars a ticket alone ( although brush strokes are evident in one scene due to the enlargement of the film ) ."
19360,pos,""" magic town "" is a delightfully entertaining motion picture ."
21016,pos,law's vassili is the russian's top pawn to victory .
28756,pos,"for example , there are a couple of instances in this film where large amounts of time pass ."
12176,pos,"of course , "" nosferatu : a symphony of horror "" is the main attraction , and while my latest viewing raised questions ( why is the woman called emily in the title cards but "" mina "" --as bram stoker called her--in hutter's letters ? , for instance ) , it made me realize how much this movie has inspired and been stolen from ."
2748,pos,henderson begins a series profiling an orphanage located on the front lines .
3695,pos,"but in the hands of park and his team , the stories felt fresh and inspired , and not the least bit contrived ."
21906,pos,"luckily , i doubt i would be able to find ten things i hate about "" 10 things i hate about you , "" but the positive aspects of the film far out-number ten ."
23631,pos,"when she is inquired about this moment by paul d in a moment halfway through the film , she says she doesn't regret it ."
13964,pos,"scorsese frames his movie in a = harsh tone , leaving the impression that jesus truly is a man who is = having human frailties ."
26837,pos,"nearly the same can be said for two other characters , zack ( mohr ) and adam ( wolf ) , who we don't think much of when they first appear as supporting characters , but later will become major players to the film's makeup - another process used by the filmmakers to elaborate on the theory of how significant insignificant interaction might be ."
7184,pos,"but even trash tv topicality can't drag "" wild things "" down -- this crazy campfest plays like something you'd find late-night on the usa network , only infinitely more palatable and with a solid ensemble cast ."
19553,pos,"but in 1972 , deliverance was no laughing matter ."
7452,pos,"intrigued by her melancholy demeanor ( and slightly infatuated with her ) , sugiyama signs up for weekly classes at the school -- and , much to his amazement , ends up as attracted to dancing itself as to his young sensei ."
19593,pos,"ben willis ( muse watson ) is back , and he isn't letting anyone survive this time ."
10859,pos,"because of this face-hugger which has been hatched aboard the vessel from aliens , the hypersleep containers are sent into an escape pod , and sent down to the nearest planet : fiorina fury-161 , an ore refinery which has been turned into a maximum security prison ."
10563,pos,"as in the first picture , there's a slick , self-mocking prologue ."
5872,pos,"in the truman show , weir essentially breathes life into the now-tired concept of media-manipulation by tackling the material from the inside-out ."
24149,pos,"it , too , is an epic . . . and one worth seeing ."
5363,pos,"to some it is just a journey to their personal paradise , to some a personal playground -- a life without any consequences ."
4696,pos,"pfeiffer's performance is one that if not recognized by the academy next spring , will be in the heart's of any viewer that has watched this moving film ."
11102,pos,"to paraphrase a song title from an earlier disney movie , mulan is a whole new world ."
1122,pos,unzipped also gives a glimpse into the creative process by which mizrahi turns an idea into a dress .
17692,pos,only occasionally .
23282,pos,"owen wilson , last seen in the embarrassing remake of "" the haunting "" , gives a good natured performance as roy o'bannon ."
9201,pos,( geri himself makes an appearance as a toy repairman who fixes woody's broken arm . )
7299,pos,"this film starts off in the tradiational noir style , introducing us to the underworld of modern gambling where the stakes are high and so is the price for losing ."
19324,pos,"the final participation segment uses a technology very much like the technology used on the matrix dvd , where a pair of lips will appear on-screen during certain scenes of the film ( mostly during the musical numbers ) that can be selected by pressing enter on your remote ."
31894,pos,"he then has dinner with his brother jeff ( rob morrow ) , a successful sports agent who seems to live the ideal life ."
17464,pos,"it adds tension to the suspense scenes , but never seems to have much of a melody ."
26719,pos,the film chronicles the warm friendship that slowly but surely blossoms between the chauffeur and his reluctant passenger .
14003,pos,"there'd be a phony , "" let's go get that boy , gosh darn it ! """
31123,pos,occasional breaks from this island earth also help the film tremendously .
29082,pos,"but who cares , the movie has a sort of swashbuckling quality to it you can't get from , oh , say , godzilla or armageddon ."
27768,pos,his constant half-truth-telling and spin-doctoring to cover bulworth's stampede is equaled in its perversion only by a self-righteous reporter ( nora dunn ) who acts like murphy's refusal to explain bulworth's actions ( something he really cannot do ) is somehow an act of treason .
5483,pos,"detective monahan ( hunter ) and getz ( mulroney ) , baffled by the unorthodox methods of killing used by the killer , seeks the professional help of helen , who , as expected was reluctant at first ."
8753,pos,"other than carlyle , who acted as the psychotic begbie in trainspotting , the rest of the actors were definitely very new to me on-screen ."
18425,pos,"in fact , that's one of the greater things about this movie : it feels real because it looks like it's actually taped on video with very credible actors in very credible circumstances ( i did some research and it was , in fact , shot on digital video . . . ah-ha ! ) ."
28817,pos,"devito made black humor a key element in throw momma from the train and the war of the roses , and he contributes some memorable images ."
13159,pos,"but then one night , cole shows up . . ."
16069,pos,"it's derivitive of costner's own "" waterworld "" and clint eastwood westerns ."
6332,pos,"when i first heard of contact , the hype was building it up as a sci-fi blockbuster ."
9111,pos,"the supports are also in fine form , lending credibility to the main roles and advancing the plot in key areas ."
15125,pos,it is too bad that this is jay and silent bob's swan song .
6120,pos,was he killed by accident ?
11578,pos,"by underplaying truman , he allows the subtle manipulations of the film to take over ."
23467,pos,"she calls him on an irregular basis , begging him for money , but refusing to tell him what she needs it for ."
9534,pos,but the right stuff film isn't even fiction .
27700,pos,thank god for desperado .
2305,pos,"not only does it have a sense of history , but burton's skillful use of setting and mood make this an entertaining exercise in horror ."
12724,pos,why is he stalking her ?
10262,pos,"coming into play is another 70's veteran , robert forster as jackie's bail bondsmen max cherry ."
10229,pos,"it's gonna stink ! ) , or the director ( who ?"
20638,pos,"most memorable of them all is patrick mcgoohan , whose cold , calculated and evil medieval monarch is one of the most effective villains seen in contemporary cinema ."
23936,pos,"and , despite the difficulty of their task , they have succeeded ."
23491,pos,"like his earlier films , egoyan weaves together multiple storylines that form a blanketing whole ."
1443,pos,"directed deftly by first time jamaican filmmaker chris browne ( assistant director for such american films as how stella got her groove back and instinct ) , one hardly notices the film was shot on video after a while ."
31696,pos,"however , the endless stream of "" the little mermaid "" wanna-be's is getting to me ."
407,pos,"with the level of acting , however , this can be forgiven ."
5014,pos,"corey yuen's latest film , "" hero "" is notable on two fronts ."
29806,pos,"she does , though , add a couple new things : she makes the california twin a little more appealing and the london twin a bit more frank and snobbish than the snotty and proper original , respectively ."
32446,pos,there is nothing we can hold onto in her performance to make us believe the trade predicament is anything of importance .
15467,pos,"after the completion of one particular halloween season , jack walks with a heavy heart and ends up discovering in the woods outside halloweentown a grove of trees with doors to all of the other holidays in the world ."
5511,pos,director paul anderson ( who did mortal kombat ) and his team of `atmosphere' creators have done well in keeping event horizon within the bounds of the term `horror' .
12615,pos,just leaves a couple of questions ; was it worth all those oscars ?
30641,pos,"when he does discover whale's sexual orientation from his dedicated and protective maid ( lynn redgrave ) , he is frightened , refusing to sit for the guy ."
6864,pos,star wars is an amazing epic .
28146,pos,"look , this stuff is purely subjective ."
24508,pos,"to celebrate its 20th anniversary , this quintessential movie musical is getting the royal treatment reserved for classics like "" star wars "" -- a well-deserved , red-carpet rerelease ."
28801,pos,"in dark city , when the last dying , defeated alien asks john murdoch why the aliens' scientific experiments on the human beings' brains failed , murdoch replies , pointing to his head , "" because the human condition isn't located in here . """
10624,pos,she was the only one who could keep juliet out of her fantasy world .
16232,pos,perhaps raging bull is indeed the best film of the '80s .
30668,pos,is the format effective for the film ?
15136,pos,how wrong they were .
10711,pos,"roman general maximus ( russell crowe ) has conquered yet another group of barbarians for his emperor marcus aurelius ( richard harris ) , and he is eager to retire to his plantation in spain where his wife and son are waiting ."
19067,pos,"based on a popular ( and controversial ) cable tv show , south park : bigger longer and uncut can finally break loose of the shackles placed on the show by television restrictions and take bad taste to brand new heights ."
8803,pos,"the way he slides down tree limbs and trunks is very reminiscent of skateboarding and rollerblading maneuvers , and had me thinking this isn't just tarzan , it's "" extreme tarzan . """
27201,pos,"michael keaton makes his presence felt , albeit in small but dignified moments , and de niro is ideal in playing the lug-head who goes over the edge ."
7477,pos,"based on the novel by john le carr ? , who also co-wrote the screenplay , the film offers viewers something rarely seen in theaters this time of year : a solid , well-told story ."
2535,pos,roger murtaugh ( danny glover ) ?
13648,pos,"robert de niro is actually a little annoying at times , but overall he does a good job as one of ordell's perspective clients and friends ."
23124,pos,their sex life is also fraught with problems and for some reason they continue to do it throughout their infidelitous relationship .
5051,pos,the encounter between the two families allows the audience to compare the eastern and western cultures as well as the ambitions of individual characters .
231,pos,"walsh's clan , on the other hand , is prim , proper and ostentatious ."
2199,pos,* note : see the uncut print from japanese laserdisc if you can .
13288,pos,"billed as a "" feminist sex fantasy "" , this spirited , imaginative and thoroughly engaging film by the award-winning canadian director cynthia roberts , is destined for extreme reactions ."
20239,pos,"okay , i guess that's enough ."
17565,pos,"herskovitz is also aided by a strong supporting crew , including the luscious photography by bojan bazelli , whose previous efforts include the highly-stylized thriller "" kalifornia "" ( 1993 ) and abel ferrara's dark sci-fi film "" body snatchers "" ( 1994 ) ."
23974,pos,"what is important is that i acknowledge the quality of this picture , the sheer skill with which it has been written , acted , and produced ."
3098,pos,grady is caught up in the curse of people who accomplish great things early in their career .
19973,pos,"their sparring is imaginatively realized ( i don't think i'll ever forget the sight of that tiny little mouse making his getaway on a rolling wheel of gouda ) , and although you really never fully root for either side , that's okay -- a warm-and-fuzzy union between the two parties is practically promised from the first frame they share ."
11779,pos,"the film is punishing to watch , yes ."
4476,pos,the story's weakness shines through in the climax and conclusion of the fifth element .
7417,pos,"today's films are either blockbusters that entertain us with tiresome formulas , or those that have similar themes ."
19363,pos,his humor is that of a sophisticated juvenile's .
18018,pos,"shouts the big lebowski at one point ) , the porn industry , the overbearing malibu policeman who berates the dude for disturbing their "" peaceful beach community , "" and so on ."
8151,pos,"it may be the use of color or the placement of characters in the frame , but everything about this film looks intentional and perfect ."
32021,pos,it is a masterpiece -- one of the better films of recent years .
18113,pos,"after turning them down , jan changes his mind ( a muddled scene - he stops his car on a bridge , looks out . . . is he feeling a sense of overachievement ? ) , and he and his team of lawyers ( tony shalhoub , zeljko ivanek , and accountant william h . macy ) head out to the town to do battle with the town's company ."
4913,pos,"the third act concentrates more on walken's character , who eventually stumbles upon a small gambling operation where the game is , again , russian roulette ."
